id	node1	node1;label	label	label;label	node2	node2;label	node2;wikidatatype	id	node1	node1;label	label	label;label	node2	node2;label	node2;wikidatatype
Q155-P2936-Q7961205-d7950284-0	Q155	'Brazil'@en	P2936	'language used'@en	Q7961205	'Wakoná'@en	wikibase-item								
Q155-P2936-Q3566001-1432b7a6-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3566001	'Wanano'@en	wikibase-item								
Q155-P2936-Q3194265-d1fe7997-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3194265	'Waninnawa'@en	wikibase-item								
Q155-P2936-Q3450493-8348e03c-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3450493	'Wapishana'@en	wikibase-item								
Q155-P2936-Q1091095-aba72438-0	Q155	'Brazil'@en	P2936	'language used'@en	Q1091095	'Warekena'@en	wikibase-item								
Q155-P2936-Q3027909-2175016f-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3027909	'Wari’'@en	wikibase-item								
Q155-P2936-Q7972892-178d6270-0	Q155	'Brazil'@en	P2936	'language used'@en	Q7972892	'Wasu'@en	wikibase-item								
Q155-P2936-Q3450522-51219ea9-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3450522	'Waurá'@en	wikibase-item								
Q155-P2936-Q7975842-867a2915-0	Q155	'Brazil'@en	P2936	'language used'@en	Q7975842	'Wayampi'@en	wikibase-item								
Q155-P2936-Q5908753-0af85dd5-0	Q155	'Brazil'@en	P2936	'language used'@en	Q5908753	'Wayana'@en	wikibase-item								
Q155-P2936-Q2875044-0909f06a-0	Q155	'Brazil'@en	P2936	'language used'@en	Q2875044	'Wayoró'@en	wikibase-item								
Q155-P2936-Q12953970-6f488407-0	Q155	'Brazil'@en	P2936	'language used'@en	Q12953970	'Wiraféd'@en	wikibase-item								
Q155-P2936-Q3073441-d988e840-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3073441	'Xakriabá'@en	wikibase-item								
Q155-P2936-Q36962-8cabde6a-0	Q155	'Brazil'@en	P2936	'language used'@en	Q36962	'Xavante'@en	wikibase-item								
Q155-P2936-Q3073436-b908b193-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3073436	'Xerénte'@en	wikibase-item								
Q155-P2936-Q2980404-66b209a1-0	Q155	'Brazil'@en	P2936	'language used'@en	Q2980404	'Xeta'@en	wikibase-item								
Q155-P2936-Q8044571-49bd8e59-0	Q155	'Brazil'@en	P2936	'language used'@en	Q8044571	'Xingú Asuriní'@en	wikibase-item								
Q155-P2936-Q13226-bdbed4a4-0	Q155	'Brazil'@en	P2936	'language used'@en	Q13226	'Xipaya'@en	wikibase-item								
Q155-P2936-Q12953620-a8adfaf4-0	Q155	'Brazil'@en	P2936	'language used'@en	Q12953620	'Xocó'@en	wikibase-item								
Q155-P2936-Q3027930-e7302ac3-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3027930	'Xokleng'@en	wikibase-item								
Q155-P2936-Q9096758-08f7661a-0	Q155	'Brazil'@en	P2936	'language used'@en	Q9096758	'Xukuru'@en	wikibase-item								
Q155-P2936-Q3450534-4d93aa2f-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3450534	'Yabaâna'@en	wikibase-item								
Q155-P2936-Q3026110-0cca3b68-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3026110	'Yaminawa'@en	wikibase-item								
Q155-P2936-Q8048928-b3dac95f-0	Q155	'Brazil'@en	P2936	'language used'@en	Q8048928	'Yanomamö'@en	wikibase-item								
Q155-P2936-Q24190396-7da7b518-0	Q155	'Brazil'@en	P2936	'language used'@en	Q24190396	'Yaroamë'@en	wikibase-item								
Q155-P2936-Q3450709-dd73cc4b-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3450709	'Yawalapití'@en	wikibase-item								
Q155-P2936-Q10322118-af6ce513-0	Q155	'Brazil'@en	P2936	'language used'@en	Q10322118	'Yawanawa'@en	wikibase-item								
Q155-P2936-Q3082027-efce7d1a-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3082027	'Ye\'kuana'@en	wikibase-item								
Q155-P2936-Q3573115-79025839-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3573115	'Yuhup'@en	wikibase-item								
Q155-P2936-Q8073148-9b29d4fe-0	Q155	'Brazil'@en	P2936	'language used'@en	Q8073148	'Zo\'é'@en	wikibase-item								
Q155-P2936-Q3114402-2076a37e-0	Q155	'Brazil'@en	P2936	'language used'@en	Q3114402	'Zuruahá'@en	wikibase-item								
Q155-P37-Q3436689-43cb42bb-0	Q155	'Brazil'@en	P37	'official language'@en	Q3436689	'Brazilian Sign Language'@en	wikibase-item	Q155-P37-Q3436689-43cb42bb-0-P805-Q2666455-0	Q155-P37-Q3436689-43cb42bb-0		P805	'statement is subject of'@en	Q2666455	'languages of Brazil'@en	wikibase-item
Q155-P37-Q5146-11c20e95-0	Q155	'Brazil'@en	P37	'official language'@en	Q5146	'Portuguese'@en	wikibase-item	Q155-P37-Q5146-11c20e95-0-P4626-Q750553-0	Q155-P37-Q5146-11c20e95-0		P4626	'identity of object in context'@en	Q750553	'Brazilian Portuguese'@en	wikibase-item
Q155-P37-Q5146-11c20e95-0	Q155	'Brazil'@en	P37	'official language'@en	Q5146	'Portuguese'@en	wikibase-item	Q155-P37-Q5146-11c20e95-0-P805-Q2666455-0	Q155-P37-Q5146-11c20e95-0		P805	'statement is subject of'@en	Q2666455	'languages of Brazil'@en	wikibase-item
