node1	label	node2
Q155	reachable	Q217230
Q155	reachable	Q5848654
Q155	reachable	Q3932042
Q155	reachable	Q903779
Q155	reachable	Q45670
Q155	reachable	Q11876909
Q155	reachable	Q199688
Q155	reachable	Q1139807
Q155	reachable	Q75613
Q155	reachable	Q160307
Q155	reachable	Q5947557
Q155	reachable	Q205708
Q155	reachable	Q965692
Q155	reachable	Q12536
Q155	reachable	Q207600
Q155	reachable	Q431575
Q155	reachable	Q828665
Q155	reachable	Q940123
Q155	reachable	Q267484
