id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q155-P37-Q3436689-43cb42bb-0	Q155	'Brazil'@en	P37	'official language'@en	Q3436689	'Brazilian Sign Language'@en	Q155-P37-Q3436689-43cb42bb-0-P805-Q2666455-0	Q155-P37-Q3436689-43cb42bb-0		P805	'statement is subject of'@en	Q2666455	'languages of Brazil'@en	ckg:c22	ckgP1	Provenance	ckgr1	ckg:Represented By	P805	'statement is subject of'@en
Q155-P37-Q5146-11c20e95-0	Q155	'Brazil'@en	P37	'official language'@en	Q5146	'Portuguese'@en	Q155-P37-Q5146-11c20e95-0-P805-Q2666455-0	Q155-P37-Q5146-11c20e95-0		P805	'statement is subject of'@en	Q2666455	'languages of Brazil'@en	ckg:c22	ckgP1	Provenance	ckgr1	ckg:Represented By	P805	'statement is subject of'@en
