id	node1	node1;label	label	label;label	node2	node2;label	node2;wikidatatype	id	node1	node1;label	label	label;label	node2	node2;label	node2;wikidatatype
Q217230-P1366-Q155-2514e5f6-0	Q217230	'Empire of Brazil'@en	P1366	'replaced by'@en	Q155	'Brazil'@en	wikibase-item								
