id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q1139807-P576-e42ac7-4cf5e2bf-0	Q1139807	'County of Portugal'@en	P576	P576	^1139-01-01T00:00:00Z/9		Q1139807-P576-e42ac7-4cf5e2bf-0-P1534-Q2745374-0	Q1139807-P576-e42ac7-4cf5e2bf-0		P1534	'end cause'@en	Q2745374	'Treaty of Zamora'@en	ckg:c136	ckgP1	Provenance	ckgr1	ckg:Represented By	P1534	'end cause'@en
Q45670-P576-6d24e9-910670d6-0	Q45670	'Kingdom of Portugal'@en	P576	P576	^1910-10-05T00:00:00Z/11		Q45670-P576-6d24e9-910670d6-0-P1534-Q638903-0	Q45670-P576-6d24e9-910670d6-0		P1534	'end cause'@en	Q638903	'5 October 1910 revolution'@en	ckg:c136	ckgP1	Provenance	ckgr1	ckg:Represented By	P1534	'end cause'@en
