id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q5947557-P576-e3c63c-4ca54981-0	Q5947557	'Taifa of Ceuta (1061-1084)'@en	P576	P576	^1084-01-01T00:00:00Z/9		Q5947557-P576-e3c63c-4ca54981-0-P585	Q5947557-P576-e3c63c-4ca54981-0		P585	'point in time'@en	unknown	
Q5947557-P576-e3c63c-4ca54981-0	Q5947557	'Taifa of Ceuta (1061-1084)'@en	P576	P576	^1084-01-01T00:00:00Z/9		Q5947557-P576-e3c63c-4ca54981-0-P828	Q5947557-P576-e3c63c-4ca54981-0		P828	'has cause'@en	unknown	
Q75613-P576-f13ef7-5772fa03-0	Q75613	'Almoravid dynasty'@en	P576	P576	^1147-01-01T00:00:00Z/9		Q75613-P576-f13ef7-5772fa03-0-P580	Q75613-P576-f13ef7-5772fa03-0		P580	'start time'@en	unknown	
Q75613-P576-f13ef7-5772fa03-0	Q75613	'Almoravid dynasty'@en	P576	P576	^1147-01-01T00:00:00Z/9		Q75613-P576-f13ef7-5772fa03-0-P585	Q75613-P576-f13ef7-5772fa03-0		P585	'point in time'@en	unknown	
Q75613-P576-f13ef7-5772fa03-0	Q75613	'Almoravid dynasty'@en	P576	P576	^1147-01-01T00:00:00Z/9		Q75613-P576-f13ef7-5772fa03-0-P828	Q75613-P576-f13ef7-5772fa03-0		P828	'has cause'@en	unknown	
Q828665-P576-149fbe-c1ef8741-0	Q828665	'Ikhshidid dynasty'@en	P576	P576	^0969-01-01T00:00:00Z/9		Q828665-P576-149fbe-c1ef8741-0-P580	Q828665-P576-149fbe-c1ef8741-0		P580	'start time'@en	unknown	
Q828665-P576-149fbe-c1ef8741-0	Q828665	'Ikhshidid dynasty'@en	P576	P576	^0969-01-01T00:00:00Z/9		Q828665-P576-149fbe-c1ef8741-0-P585	Q828665-P576-149fbe-c1ef8741-0		P585	'point in time'@en	unknown	
Q828665-P576-149fbe-c1ef8741-0	Q828665	'Ikhshidid dynasty'@en	P576	P576	^0969-01-01T00:00:00Z/9		Q828665-P576-149fbe-c1ef8741-0-P828	Q828665-P576-149fbe-c1ef8741-0		P828	'has cause'@en	unknown	
Q903779-P576-9c5ecd-7c4cf98c-0	Q903779	'United Kingdom of Portugal, Brazil and the Algarves'@en	P576	P576	^1822-09-07T00:00:00Z/11		Q903779-P576-9c5ecd-7c4cf98c-0-P580	Q903779-P576-9c5ecd-7c4cf98c-0		P580	'start time'@en	unknown	
Q903779-P576-9c5ecd-7c4cf98c-0	Q903779	'United Kingdom of Portugal, Brazil and the Algarves'@en	P576	P576	^1822-09-07T00:00:00Z/11		Q903779-P576-9c5ecd-7c4cf98c-0-P585	Q903779-P576-9c5ecd-7c4cf98c-0		P585	'point in time'@en	unknown	
Q903779-P576-9c5ecd-7c4cf98c-0	Q903779	'United Kingdom of Portugal, Brazil and the Algarves'@en	P576	P576	^1822-09-07T00:00:00Z/11		Q903779-P576-9c5ecd-7c4cf98c-0-P828	Q903779-P576-9c5ecd-7c4cf98c-0		P828	'has cause'@en	unknown	
Q940123-P576-149fbe-59900b6d-0	Q940123	'Rustamid dynasty'@en	P576	P576	^0969-01-01T00:00:00Z/9		Q940123-P576-149fbe-59900b6d-0-P580	Q940123-P576-149fbe-59900b6d-0		P580	'start time'@en	unknown	
Q940123-P576-149fbe-59900b6d-0	Q940123	'Rustamid dynasty'@en	P576	P576	^0969-01-01T00:00:00Z/9		Q940123-P576-149fbe-59900b6d-0-P585	Q940123-P576-149fbe-59900b6d-0		P585	'point in time'@en	unknown	
Q940123-P576-149fbe-59900b6d-0	Q940123	'Rustamid dynasty'@en	P576	P576	^0969-01-01T00:00:00Z/9		Q940123-P576-149fbe-59900b6d-0-P828	Q940123-P576-149fbe-59900b6d-0		P828	'has cause'@en	unknown	
