id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q96-P1313-Q628004-d9cd26fa-0	Q96	'Mexico'@en	P1313	'office held by head of government'@en	Q628004	'President of Mexico'@en							
