id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q5062192-P1365-Q1109279-4b2b4c5e-0	Q5062192	'Centralist Republic of Mexico'@en	P1365	'replaces'@en	Q1109279	'First Mexican Republic'@en	Q5062192-P1365-Q1109279-4b2b4c5e-0-P580	Q5062192-P1365-Q1109279-4b2b4c5e-0		P580	'start time'@en	unknown	
Q5062192-P1365-Q1109279-4b2b4c5e-0	Q5062192	'Centralist Republic of Mexico'@en	P1365	'replaces'@en	Q1109279	'First Mexican Republic'@en	Q5062192-P1365-Q1109279-4b2b4c5e-0-P585	Q5062192-P1365-Q1109279-4b2b4c5e-0		P585	'point in time'@en	unknown	
Q5062192-P1365-Q1109279-4b2b4c5e-0	Q5062192	'Centralist Republic of Mexico'@en	P1365	'replaces'@en	Q1109279	'First Mexican Republic'@en	Q5062192-P1365-Q1109279-4b2b4c5e-0-P828	Q5062192-P1365-Q1109279-4b2b4c5e-0		P828	'has cause'@en	unknown	
Q285658-P1365-Q170603-c9f6d0eb-0	Q285658	'First Mexican Empire'@en	P1365	'replaces'@en	Q170603	'Viceroyalty of New Spain'@en	Q285658-P1365-Q170603-c9f6d0eb-0-P580	Q285658-P1365-Q170603-c9f6d0eb-0		P580	'start time'@en	unknown	
Q285658-P1365-Q170603-c9f6d0eb-0	Q285658	'First Mexican Empire'@en	P1365	'replaces'@en	Q170603	'Viceroyalty of New Spain'@en	Q285658-P1365-Q170603-c9f6d0eb-0-P585	Q285658-P1365-Q170603-c9f6d0eb-0		P585	'point in time'@en	unknown	
Q285658-P1365-Q170603-c9f6d0eb-0	Q285658	'First Mexican Empire'@en	P1365	'replaces'@en	Q170603	'Viceroyalty of New Spain'@en	Q285658-P1365-Q170603-c9f6d0eb-0-P828	Q285658-P1365-Q170603-c9f6d0eb-0		P828	'has cause'@en	unknown	
Q96-P1365-Q170603-a410b689-0	Q96	'Mexico'@en	P1365	'replaces'@en	Q170603	'Viceroyalty of New Spain'@en	Q96-P1365-Q170603-a410b689-0-P580	Q96-P1365-Q170603-a410b689-0		P580	'start time'@en	unknown	
Q96-P1365-Q170603-a410b689-0	Q96	'Mexico'@en	P1365	'replaces'@en	Q170603	'Viceroyalty of New Spain'@en	Q96-P1365-Q170603-a410b689-0-P585	Q96-P1365-Q170603-a410b689-0		P585	'point in time'@en	unknown	
Q96-P1365-Q170603-a410b689-0	Q96	'Mexico'@en	P1365	'replaces'@en	Q170603	'Viceroyalty of New Spain'@en	Q96-P1365-Q170603-a410b689-0-P828	Q96-P1365-Q170603-a410b689-0		P828	'has cause'@en	unknown	
Q96-P1365-Q2608489-99c48117-0	Q96	'Mexico'@en	P1365	'replaces'@en	Q2608489	'Aztec Empire'@en	Q96-P1365-Q2608489-99c48117-0-P580	Q96-P1365-Q2608489-99c48117-0		P580	'start time'@en	unknown	
