node1	label	node2
Q96	reachable	Q1109279
Q96	reachable	Q170603
Q96	reachable	Q2608489
Q96	reachable	Q285658
Q96	reachable	Q371334
Q96	reachable	Q5062192
Q96	reachable	Q5788450
Q96	reachable	Q671658
Q96	reachable	Q7443295
Q96	reachable	Q796651
