id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q285658-P36-Q1489-030433b7-0	Q285658	'First Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q285658-P36-Q1489-030433b7-0-P3680	Q285658-P36-Q1489-030433b7-0		P3680	'statement supported by'@en	unknown	
Q285658-P36-Q1489-030433b7-0	Q285658	'First Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q285658-P36-Q1489-030433b7-0-P1480	Q285658-P36-Q1489-030433b7-0		P1480	'sourcing circumstances'@en	unknown	
Q285658-P36-Q1489-030433b7-0	Q285658	'First Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q285658-P36-Q1489-030433b7-0-P1013	Q285658-P36-Q1489-030433b7-0		P1013	'criterion used'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P580	Q371334-P36-Q1489-ee7d9b30-0		P580	'start time'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P585	Q371334-P36-Q1489-ee7d9b30-0		P585	'point in time'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P582	Q371334-P36-Q1489-ee7d9b30-0		P582	'end time'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P1264	Q371334-P36-Q1489-ee7d9b30-0		P1264	'valid in period'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P459	Q371334-P36-Q1489-ee7d9b30-0		P459	'determination method'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P5102	Q371334-P36-Q1489-ee7d9b30-0		P5102	'nature of statement'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P828	Q371334-P36-Q1489-ee7d9b30-0		P828	'has cause'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P805	Q371334-P36-Q1489-ee7d9b30-0		P805	'statement is subject of'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P1534	Q371334-P36-Q1489-ee7d9b30-0		P1534	'end cause'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P3680	Q371334-P36-Q1489-ee7d9b30-0		P3680	'statement supported by'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P1480	Q371334-P36-Q1489-ee7d9b30-0		P1480	'sourcing circumstances'@en	unknown	
Q371334-P36-Q1489-ee7d9b30-0	Q371334	'Second Mexican Empire'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q371334-P36-Q1489-ee7d9b30-0-P1013	Q371334-P36-Q1489-ee7d9b30-0		P1013	'criterion used'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P580	Q5062192-P36-Q1489-5b92c33a-0		P580	'start time'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P585	Q5062192-P36-Q1489-5b92c33a-0		P585	'point in time'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P582	Q5062192-P36-Q1489-5b92c33a-0		P582	'end time'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P1264	Q5062192-P36-Q1489-5b92c33a-0		P1264	'valid in period'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P459	Q5062192-P36-Q1489-5b92c33a-0		P459	'determination method'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P5102	Q5062192-P36-Q1489-5b92c33a-0		P5102	'nature of statement'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P828	Q5062192-P36-Q1489-5b92c33a-0		P828	'has cause'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P805	Q5062192-P36-Q1489-5b92c33a-0		P805	'statement is subject of'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P1534	Q5062192-P36-Q1489-5b92c33a-0		P1534	'end cause'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P3680	Q5062192-P36-Q1489-5b92c33a-0		P3680	'statement supported by'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P1480	Q5062192-P36-Q1489-5b92c33a-0		P1480	'sourcing circumstances'@en	unknown	
Q5062192-P36-Q1489-5b92c33a-0	Q5062192	'Centralist Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q5062192-P36-Q1489-5b92c33a-0-P1013	Q5062192-P36-Q1489-5b92c33a-0		P1013	'criterion used'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P580	Q671658-P36-Q165204-c80dbf16-0		P580	'start time'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P585	Q671658-P36-Q165204-c80dbf16-0		P585	'point in time'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P582	Q671658-P36-Q165204-c80dbf16-0		P582	'end time'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P1264	Q671658-P36-Q165204-c80dbf16-0		P1264	'valid in period'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P459	Q671658-P36-Q165204-c80dbf16-0		P459	'determination method'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P5102	Q671658-P36-Q165204-c80dbf16-0		P5102	'nature of statement'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P828	Q671658-P36-Q165204-c80dbf16-0		P828	'has cause'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P805	Q671658-P36-Q165204-c80dbf16-0		P805	'statement is subject of'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P1534	Q671658-P36-Q165204-c80dbf16-0		P1534	'end cause'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P3680	Q671658-P36-Q165204-c80dbf16-0		P3680	'statement supported by'@en	unknown	
