id	node1	label	node2	lang	rank	node2;wikidatatype	id	node1	node1;label	label	label;label	node2	node2;label	node2;wikidatatype
Q96-alias-en-2018ea-0	Q96	alias	'United Mexican States'@en	en			Q96-P3896-032fe1-7f05a1ae-0	Q96	'Mexico'@en	P3896	'geoshape'@en	"Data:Mexico.map"		geo-shape
