node1	node1;label	label	node2
Q19901436	'Suriname'@en	count	20
Q210163	'Astrakhan Khanate'@en	count	20
Q2122499	'Surakarta Sunanate'@en	count	20
Q2261321	'Beylik of Adana'@en	count	20
Q2288441	'Kingdom of Candia'@en	count	20
Q2347668	'Libyan Arab Republic'@en	count	20
Q2381337	'Ukrainian People\'s Republic of Soviets'@en	count	20
Q25424205	'Sultanate of Mohéli'@en	count	20
Q2625496	'State of East Indonesia'@en	count	20
Q2641492	'Triveneto'@en	count	20
Q2704093	'Military dictatorship of Chile'@en	count	20
Q2872689	'Turkestan Autonomy'@en	count	20
Q325461	'Kingdom of Thessalonica'@en	count	20
Q328818	'Kingdom of Kent'@en	count	20
Q3307686	'Visigothic Kingdom of Tolosa'@en	count	20
Q3845765	'Marquisate of Zuccarello'@en	count	20
Q39501433	'State of Venezuela'@en	count	20
Q4080196	'Bashkurdistan'@en	count	20
Q4393602	'Republic of the North Solomons'@en	count	20
Q4445623	'Duchy of Suzdal'@en	count	20
Q5177890	'County of Luxembourg'@en	count	20
Q536476	'Toucouleur Empire'@en	count	20
Q616992	'Governorate of Montenegro'@en	count	20
Q697084	'Duchy of Oldenburg'@en	count	20
Q698089	'Grand Duchy of Würzburg'@en	count	20
Q715257	'Later Silla'@en	count	20
Q76821846	'Medina community'@en	count	20
Q777981	'Duchy of the Archipelago'@en	count	20
Q797214	'French Togoland'@en	count	20
Q837187	'Hamdanid dynasty'@en	count	20
Q853477	'Lan Xang'@en	count	20
Q854468	'Kingdom of Mutapa'@en	count	20
Q870517	'Odrysian kingdom'@en	count	20
Q910505	'Tmutarakan'@en	count	20
Q96204511	'Bahrain and its Dependencies'@en	count	20
Q1029847	'Natalia Republic'@en	count	19
Q10416611	'Vandal Kingdom'@en	count	19
Q1057551	'Loulan Kingdom'@en	count	19
Q1108659	'Republic of Benin'@en	count	19
Q11876909	'State of Brazil'@en	count	19
Q1232887	'County of Savoy'@en	count	19
Q146562	'State of Damascus'@en	count	19
Q146597	'Zand dynasty'@en	count	19
Q1472105	'Kingdom of Haiti'@en	count	19
Q149427	'Samo\'s Empire'@en	count	19
Q1541813	'County of Roussillon'@en	count	19
Q1606043	'Siberian Republic'@en	count	19
Q1627675	'Pyu city-states'@en	count	19
Q16595757	'Genoese Republic'@en	count	19
Q1756546	'Kingdom of Nejd and Hejaz'@en	count	19
Q18608788	'Ghurid Empire'@en	count	19
Q195972	'Kingdom of Kartli'@en	count	19
Q1994382	'North Caucasian Emirate'@en	count	19
Q2027229	'Second Philippine Republic'@en	count	19
Q2037576	'Republic of San Marco'@en	count	19
Q210542	'Fourth Brazilian Republic'@en	count	19
Q22936401	'Luyag na Kaboloan'@en	count	19
Q2415003	'Kingdom of Serbia'@en	count	19
Q2507497	'National Legionary State'@en	count	19
Q2605410	'Tarascan State'@en	count	19
Q2980922	'Columbia District'@en	count	19
Q2988765	'Sultanate of Siak Sri Indrapura'@en	count	19
Q3028514	'Kingdom of Tahiti'@en	count	19
Q30573	'Lokot Autonomy'@en	count	19
Q3113481	'Principality of Transylvania'@en	count	19
Q3279296	'Sweden-Finland'@en	count	19
Q33061	'Taifa of Zaragoza'@en	count	19
Q332232	'Republic of Mahabad'@en	count	19
Q370372	'Emirate of Cyrenaica'@en	count	19
Q4311709	'Nagpur kingdom'@en	count	19
Q4420038	'Singapore in Federation of Malaysia'@en	count	19
Q468902	'Middle Francia'@en	count	19
Q4689103	'Transitional Islamic State of Afghanistan'@en	count	19
Q48779892	'Kingdom of Naples'@en	count	19
Q494354	'Kara-Khanid Khanate'@en	count	19
Q528546	'First Hellenic Republic'@en	count	19
Q547241	'Hen Ogledd'@en	count	19
Q552157	'Nieuwe Republiek'@en	count	19
Q55599391	'Kingdom of Sardinia (1324-1713)'@en	count	19
Q577867	'Kingdom of Poland (1025-1385)'@en	count	19
Q612359	'Kingdom of Lithuania'@en	count	19
Q686965	'Anhalt-Bernburg'@en	count	19
Q696640	'Duchy of Pomerania'@en	count	19
Q701914	'Territory of the Military Commander in Serbia'@en	count	19
Q716890	'Indore State'@en	count	19
Q734867	'Banten Sultanate'@en	count	19
Q777147	'Albanian Kingdom'@en	count	19
Q841364	'Ayutthaya Kingdom'@en	count	19
Q854415	'Kingdom of the Lombards'@en	count	19
Q859966	'Bikaner State'@en	count	19
Q866716	'Jalayirids'@en	count	19
Q871091	'British Malaya'@en	count	19
Q8842943	'Estado Libre del Istmo'@en	count	19
Q888574	'Pagan Kingdom'@en	count	19
Q9063401	'United Provinces of Central America'@en	count	19
Q954585	'Kingdom of Brycheiniog'@en	count	19
Q11029653	'Nabataean kingdom'@en	count	18
Q1132786	'Ouaddai Empire'@en	count	18
Q1155700	'Rattanakosin Kingdom'@en	count	18
Q1172600	'Datia State'@en	count	18
Q1209822	'Kingdom of Kakheti'@en	count	18
Q1269234	'Stellaland'@en	count	18
Q1275158	'Elymais'@en	count	18
Q1375154	'Benares State'@en	count	18
Q14624218	'Western Chalukya Empire'@en	count	18
Q146713	'Arab Federation'@en	count	18
Q146740	'Jabal Druze State'@en	count	18
Q1514510	'County of Urgell'@en	count	18
Q1517772	'Protectorate of South Arabia'@en	count	18
Q1604981	'Ratlam State'@en	count	18
Q163268	'Principality of Tver'@en	count	18
Q1785349	'Kota State'@en	count	18
Q1865132	'Aden Protectorate'@en	count	18
Q187979	'Early Dynastic Period of Egypt'@en	count	18
Q1923781	'Albanian Republic'@en	count	18
Q2022804	'Socialist Republic of Chile'@en	count	18
Q2051582	'All-Palestine Government'@en	count	18
Q20716241	'Ten Kingdoms'@en	count	18
Q2078820	'Odessa Soviet Republic'@en	count	18
Q2145402	'Republic of South Peru'@en	count	18
Q2208280	'People\'s Republic of Angola'@en	count	18
Q2640598	'Kabardia'@en	count	18
Q269109	'Principality of Ryazan'@en	count	18
Q276951	'Taifa of Seville'@en	count	18
Q313136	'Kingdom of Dumnonia'@en	count	18
Q317078	'Pskov Republic'@en	count	18
Q3535371	'Pudukkottai State'@en	count	18
Q3627069	'Banate of Bosnia'@en	count	18
Q402580	'Mataram Kingdom'@en	count	18
Q4083686	'Sultanate of Bengal'@en	count	18
Q42345047	'Catalan Republic (1641)'@en	count	18
Q42346215	'Catalan State'@en	count	18
Q463289	'Cispadane Republic'@en	count	18
Q488880	'Greco-Bactrian Kingdom'@en	count	18
Q538636	'Ankole'@en	count	18
Q568638	'Duchy of Silesia'@en	count	18
Q584435	'Pattani Kingdom'@en	count	18
Q599613	'County of Namur'@en	count	18
Q603771	'Emirate of Crete'@en	count	18
Q622855	'Ifriqiya'@en	count	18
Q637238	'Electorate of Baden'@en	count	18
Q6680233	'Lordship of Chios'@en	count	18
Q680472	'Principality of Volhynia'@en	count	18
Q693570	'Duchy of Ferrara'@en	count	18
Q697781	'Principality of Stavelot-Malmedy'@en	count	18
Q707767	'Prince-Bishopric of Utrecht'@en	count	18
Q717112	'Beylik of Aydın'@en	count	18
Q7443295	'Second Federal Republic of Mexico'@en	count	18
Q846670	'Danishmends'@en	count	18
Q868942	'Republic of Kuwait'@en	count	18
Q877875	'Palmyrene Empire'@en	count	18
Q940821	'People\'s Democratic Republic of Ethiopia'@en	count	18
Q956451	'Kingdom of Dyfed'@en	count	18
Q963303	'Union of Lublin'@en	count	18
Q98605707	'People\'s Revolutionary Republic of Guinea'@en	count	18
Q1031430	'Habsburg Netherlands'@en	count	17
Q1061488	'United States of Colombia'@en	count	17
Q1062946	'Characene'@en	count	17
Q1106857	'State of Somaliland'@en	count	17
Q11913591	'Champaner'@en	count	17
Q1307407	'Tiwanaku Empire'@en	count	17
Q136884	'Lazica'@en	count	17
Q139948	'Khanate of Kalat'@en	count	17
Q146600	'Arab Kingdom of Syria'@en	count	17
Q1530762	'Kingdom of Kandy'@en	count	17
Q1541613	'County of Astarac'@en	count	17
Q157109	'Burgundian Netherlands'@en	count	17
Q157535	'People\'s Republic of Zanzibar'@en	count	17
Q16601665	'Principality of Masserano'@en	count	17
Q1660566	'Sultanate of Banjar'@en	count	17
Q175934	'Pratapgarh State'@en	count	17
Q1794352	'Electorate of Trier'@en	count	17
Q190513	'Khanate of Sibir'@en	count	17
Q2037817	'County of Girona'@en	count	17
Q2096678	'Beylik of Isfendiyar'@en	count	17
Q23022146	'Kingdom of Tonga'@en	count	17
Q2341105	'Great Horde'@en	count	17
Q2342282	'Oman proper'@en	count	17
Q2414171	'First Brazilian Republic'@en	count	17
Q2468597	'Turkish Republic of Aras'@en	count	17
Q2477776	'Kimek Khanate'@en	count	17
Q2618121	'Principality of Samos'@en	count	17
Q2703679	'Crimean Regional Government'@en	count	17
Q283627	'Margraviate of Austria'@en	count	17
Q2907860	'Principality of Mingrelia'@en	count	17
Q29654286	'Kingdom of Cappadocia'@en	count	17
Q320530	'lordship of Lichtenberg'@en	count	17
Q3624335	'Duchy of Austria'@en	count	17
Q4147013	'Tulunid emirate'@en	count	17
Q4210248	'Kalmyk Khanate'@en	count	17
Q42346134	'Catalan State (1873)'@en	count	17
Q4250299	'Autonomous Turkish Cypriot Administration'@en	count	17
Q4412594	'Republic of Uhtua'@en	count	17
Q506008	'Kingdom of Deira'@en	count	17
Q5062192	'Centralist Republic of Mexico'@en	count	17
Q5362837	'Emirate of Jabal Shammar'@en	count	17
Q564809	'Republic of Acre'@en	count	17
Q568523	'Nobatia'@en	count	17
Q56885910	'Emirate of Diriyah'@en	count	17
Q574644	'Bishopric of Speyer'@en	count	17
Q61950933	'Kingdom of Dalmatia'@en	count	17
Q625380	'Eastern Hungarian Kingdom'@en	count	17
Q63149558	'Afsharid Empire'@en	count	17
Q6553448	'State of Buenos Aires'@en	count	17
Q657946	'Kolhapur State'@en	count	17
Q6673921	'Lotharingia'@en	count	17
Q676811	'Taifa of Valencia'@en	count	17
Q746443	'Golden Ambrosian Republic'@en	count	17
Q762084	'Bamana Empire'@en	count	17
Q806963	'Banswara State'@en	count	17
Q829356	'Kingdom of Makuria'@en	count	17
Q832554	'Argentine Confederation'@en	count	17
Q837998	'Kingdom of East Anglia'@en	count	17
Q842390	'Tuʻi Tonga Empire'@en	count	17
Q854850	'Bharatpur State'@en	count	17
Q867782	'Kingdom of Funan'@en	count	17
Q901974	'Free City of Danzig'@en	count	17
Q933592	'Duchy of Massa and Carrara'@en	count	17
Q976099	'Malayan Union'@en	count	17
Q1028133	'Autonomous Albanian Republic of Korçë'@en	count	16
Q1033421	'Hammudid dynasty'@en	count	16
Q1046443	'Republic of Užice'@en	count	16
Q1060520	'Chamba State'@en	count	16
Q1141632	'Kingdom of Vientiane'@en	count	16
Q117020	'Free Imperial City of Nuremberg'@en	count	16
Q1207641	'Dhenkanal State'@en	count	16
Q12150341	'Samanid Empire'@en	count	16
Q1250763	'Emirate of Sicily'@en	count	16
Q1252744	'Jind State'@en	count	16
Q1322662	'Principality of Chernigov'@en	count	16
Q1343485	'North Ingria'@en	count	16
Q13534654	'Taifa of Toledo'@en	count	16
Q1365851	'Minaeans'@en	count	16
Q146862	'Second Saudi State'@en	count	16
Q1472873	'Kingdom of Baguirmi'@en	count	16
Q150061	'Republic of Ararat'@en	count	16
Q1502813	'Sultanate of Agadez'@en	count	16
Q1518576	'Provisional National Government of the Southwestern Caucasus'@en	count	16
Q1541642	'County of Besalú'@en	count	16
Q15890801	'Signoria of Milan'@en	count	16
Q1615455	'Duchy of Mirandola'@en	count	16
Q16187935	'Barony of Castalla'@en	count	16
Q1683106	'Jaora State'@en	count	16
Q16953965	'British Military Administration'@en	count	16
Q175211	'Kingdom of Germany'@en	count	16
Q1806438	'Las Bela State'@en	count	16
Q19915237	'People\'s Republic of Albania'@en	count	16
Q2029522	'Ternate Sultanate'@en	count	16
Q2039087	'Chandela'@en	count	16
Q205708	'Taifa of Granada'@en	count	16
Q2128743	'Rajkot State'@en	count	16
Q214102	'Union'@en	count	16
Q215643	'Indo-Greek Kingdom'@en	count	16
Q2295939	'Duchy of Gascony'@en	count	16
Q2361927	'Duchy of Masovia'@en	count	16
Q2365048	'Adal Sultanate'@en	count	16
Q240123	'Indo-Scythians'@en	count	16
Q252323	'Taifa of Dénia'@en	count	16
Q2526023	'Colony of Jamaica'@en	count	16
Q255931	'Hariphunchai'@en	count	16
Q2597352	'Kingdom of Norway (1814)'@en	count	16
Q282475	'Kingdom of Kartli-Kakheti'@en	count	16
Q2979717	'Second Empire of Haiti'@en	count	16
Q3045696	'Ottoman Algeria'@en	count	16
Q3192661	'Kangra-Lambagraon'@en	count	16
Q3571951	'Royal Lordship of Molina'@en	count	16
Q3892131	'Provincia Libre de Guayaquil'@en	count	16
Q4182327	'White movement in Transbaikal'@en	count	16
Q537503	'Principality of Piombino'@en	count	16
Q544630	'Republic of Maryland'@en	count	16
Q55523	'Hokuzan'@en	count	16
Q55659450	'Socialist Soviet Republic Of Georgia'@en	count	16
Q568473	'Burgraviate of Nuremberg'@en	count	16
Q624887	'Neo-Babylonian Empire'@en	count	16
Q62519	'Finnish Democratic Republic'@en	count	16
Q633573	'Kingdom of Rheged'@en	count	16
Q640010	'Great Ardra'@en	count	16
Q651377	'Shunga Empire'@en	count	16
Q654766	'Republic of North Peru'@en	count	16
Q657448	'County of Conflent'@en	count	16
Q657861	'Dholpur State'@en	count	16
Q671658	'Republic of Yucatán'@en	count	16
Q733799	'Kingdom of the Hwicce'@en	count	16
Q733897	'Old Babylonian Empire'@en	count	16
Q7418448	'Eldiguzid state'@en	count	16
Q748595	'Qataban'@en	count	16
Q748846	'Dilmun'@en	count	16
Q760893	'Jolof Empire'@en	count	16
Q7877575	'Commonwealth realm of Uganda'@en	count	16
Q809652	'Barwani State'@en	count	16
Q878319	'Serbian Despotate'@en	count	16
Q887803	'Bruneian Empire'@en	count	16
Q921067	'Taifa of Murcia'@en	count	16
Q1059707	'Lanna'@en	count	15
Q106771868	'Sheikhdom of Diriyah'@en	count	15
Q10988528	'Second East Turkestan Republic'@en	count	15
Q1109279	'First Mexican Republic'@en	count	15
Q1115291	'Thonburi Kingdom'@en	count	15
Q1264808	'Beylik of Dulkadir'@en	count	15
Q1311219	'Jaffna kingdom'@en	count	15
Q1320058	'French Protectorate of Laos'@en	count	15
Q13590051	'Kingdom of the Burgundians'@en	count	15
Q1435466	'Limerick Soviet'@en	count	15
Q1454024	'Free City of Mainz'@en	count	15
Q1474791	'Sultanate of Darfur'@en	count	15
Q1479630	'Kingdom of Loango'@en	count	15
Q1493843	'Klein Vrystaat'@en	count	15
Q14957246	'Hunza State'@en	count	15
Q1533541	'Gobir'@en	count	15
Q1541779	'County of Osona'@en	count	15
Q1541787	'County of Pallars'@en	count	15
Q1745385	'United States of Matsya'@en	count	15
Q1761355	'Kuban-Black Sea Soviet Republic'@en	count	15
Q1917014	'County of Sicily'@en	count	15
Q202775	'Qu\'aiti Sultanate'@en	count	15
Q2029317	'Samtskhe atabegate'@en	count	15
Q206279	'Waalo'@en	count	15
Q2195101	'Principality of Guria'@en	count	15
Q225890	'Kingdom of Strathclyde'@en	count	15
Q2287085	'Kuban Soviet Republic'@en	count	15
Q2308237	'Ahom Kingdom'@en	count	15
Q23366230	'Republic of Geneva'@en	count	15
Q2437292	'Nueva Galicia'@en	count	15
Q2458532	'Terra Mariana'@en	count	15
Q2607292	'Eastern Turkic Khaganate'@en	count	15
Q26234937	'First Syrian Republic'@en	count	15
Q2935756	'Canada East'@en	count	15
Q2989491	'Kharan State'@en	count	15
Q2991433	'County of Sobrarbe'@en	count	15
Q3136869	'Kingdom of Dambadeniya'@en	count	15
Q3281269	'North Sea Empire'@en	count	15
Q3315525	'Taifa of Majorca'@en	count	15
Q3456487	'Sudanese Republic'@en	count	15
Q373650	'Sur Empire'@en	count	15
Q3755547	'Kingdom of Italy'@en	count	15
Q3845763	'Margravate of Mantua'@en	count	15
Q404774	'Sultanate of Lahej'@en	count	15
Q4154364	'Sultanate of Damagaram'@en	count	15
Q4318679	'Principality of Suzdal—Nizhny Novgorod'@en	count	15
Q459188	'Kingdom of the Isles'@en	count	15
Q4899891	'Beylik of Tunis'@en	count	15
Q5622720	'Commonwealth realm of Guyana'@en	count	15
Q5775982	'history of Ecuador (1830–1860)'@en	count	15
Q5782830	'Muisca Confederation'@en	count	15
Q5870215	'Third Republic of the Philippines'@en	count	15
Q589251	'County of Montbéliard'@en	count	15
Q639073	'South Kasai'@en	count	15
Q65362	'SAO Eastern Slavonia, Baranja and Western Syrmia'@en	count	15
Q655092	'Cisrhenian Republic'@en	count	15
Q661340	'Duchy of Salzburg'@en	count	15
Q668412	'Pala Empire'@en	count	15
Q673837	'Landgraviate of Hesse-Marburg'@en	count	15
Q700102	'Hohenlohe-Langenburg'@en	count	15
Q701273	'Jinhan confederacy'@en	count	15
Q704358	'State of Burma'@en	count	15
Q7126720	'Palanpur State'@en	count	15
Q7216494	'First Kingdom of Kakheti'@en	count	15
Q761103	'Dendi Kingdom'@en	count	15
Q770776	'Dutch Gold Coast'@en	count	15
Q781705	'Mughan Soviet Republic'@en	count	15
Q83536	'Anglo-Corsican Kingdom'@en	count	15
Q889030	'Kingdom of Manipur'@en	count	15
Q889884	'Kingdom of Rwanda'@en	count	15
Q917553	'Patiala State'@en	count	15
Q918204	'Rajpipla State'@en	count	15
Q986881	'Kingdom of Butua'@en	count	15
Q1045322	'Kingdom of Nanzhao'@en	count	14
Q1052040	'Cayor'@en	count	14
Q1062415	'Kingdom of Champasak'@en	count	14
Q1146786	'Señorío of Cuzcatlán'@en	count	14
Q1150706	'Kalinga'@en	count	14
Q1188459	'Yarkent Khanate'@en	count	14
Q1194765	'Kamarupa'@en	count	14
Q1207561	'Dhar State'@en	count	14
Q12406729	'Israeli Military Governorate'@en	count	14
Q1247508	'Domain of Soissons'@en	count	14
Q1268307	'Dvaravati'@en	count	14
Q1280122	'Principality of Capua'@en	count	14
Q1296908	'Kathiri Sultanate'@en	count	14
Q13072974	'Socialist Republic of the Union of Burma'@en	count	14
Q1378584	'Byeonhan confederacy'@en	count	14
Q140446	'Zagwe dynasty'@en	count	14
Q1406277	'Viscounts of Béarn'@en	count	14
Q1466831	'Marion'@en	count	14
Q146880	'State of Syria'@en	count	14
Q149846	'County palatine of Cephalonia and Zakynthos'@en	count	14
Q150069	'United Suvadive Republic'@en	count	14
Q1535236	'Kalahandi State'@en	count	14
Q1535245	'Sri Ksetra Kingdom'@en	count	14
Q1537016	'Kanem Empire'@en	count	14
Q1557627	'State of Franklin'@en	count	14
Q157727	'Ifat Sultanate'@en	count	14
Q1589163	'Kingdom of Kotte'@en	count	14
Q16000109	'Herodian Kingdom of Judea'@en	count	14
Q1688822	'Jhabua State'@en	count	14
Q1806491	'Transylvania Colony'@en	count	14
Q18129046	'Oudh State'@en	count	14
Q1842362	'Crimean Socialist Soviet Republic'@en	count	14
Q1900716	'Margraviate Hachberg-Sausenberg'@en	count	14
Q1926064	'Republic of Mountainous Armenia'@en	count	14
Q199383	'Kingdom of Ossory'@en	count	14
Q1998401	'North Yemen'@en	count	14
Q2001966	'Company rule in India'@en	count	14
Q2014442	'Republic of the Rio Grande'@en	count	14
Q2030015	'Sultanate of Deli'@en	count	14
Q2043564	'Shamkhalate of Tarki'@en	count	14
Q205466	'Göktürks'@en	count	14
Q2264816	'Dogfeiling'@en	count	14
Q2276431	'Shahpura State'@en	count	14
Q2285679	'Taifa of Córdoba'@en	count	14
Q2353476	'Strandzha Commune'@en	count	14
Q2500952	'Ava Kingdom'@en	count	14
Q2524715	'Taifa of Ronda'@en	count	14
Q2668584	'Taifa of Carmona'@en	count	14
Q2684394	'Taifa of Baeza'@en	count	14
Q273025	'Gallic Empire'@en	count	14
Q276841	'Taifa of Badajoz'@en	count	14
Q288200	'Provisional Government of Mexico'@en	count	14
Q2975232	'Republic of Independent Guyana'@en	count	14
Q30890672	'Kingdom of Sicily'@en	count	14
Q3167772	'Kingdom of Polonnaruwa'@en	count	14
Q3241025	'Limbdi State'@en	count	14
Q338248	'Kingdom of Luang Phrabang'@en	count	14
Q3502470	'Cara culture'@en	count	14
Q4075906	'Baku Commune'@en	count	14
Q412980	'Ajmer-Merwara'@en	count	14
Q4470663	'Ukrainian National Government'@en	count	14
Q501754	'Carantania'@en	count	14
Q5285024	'Diyar Bakr'@en	count	14
Q5343710	'Kingdom of Italy'@en	count	14
Q542165	'Despotate of Dobruja'@en	count	14
Q55521	'Chūzan'@en	count	14
Q58053082	'Emirate of Liptako'@en	count	14
Q617218	'Yamhad'@en	count	14
Q671362	'Principality of Turov and Pinsk'@en	count	14
Q684501	'Duchy of Głogów'@en	count	14
Q699871	'Taebong'@en	count	14
Q701969	'Principality of Regensburg'@en	count	14
Q7251405	'Protectorate of Peru'@en	count	14
Q756895	'Kediri'@en	count	14
Q771193	'Kingdom of Brittany'@en	count	14
Q774783	'Sovereign Principality of the United Netherlands'@en	count	14
Q807068	'Baol'@en	count	14
Q809955	'Bashahr State'@en	count	14
Q827040	'Nanyue'@en	count	14
Q831218	'Uyghur Khaganate'@en	count	14
Q846025	'Mahajanapada'@en	count	14
Q860407	'Kahlur State'@en	count	14
Q863279	'Sukhothai Kingdom'@en	count	14
Q8950	'Second Republic of Venezuela'@en	count	14
Q90579326	'Socialist Soviet Republic Of Armenia'@en	count	14
Q913828	'Republic of Prekmurje'@en	count	14
Q929357	'Nabha State'@en	count	14
Q96028967	'Emirate of Nejd and Hasa'@en	count	14
Q965346	'Tripolitanian Republic'@en	count	14
Q979756	'Free State of Mecklenburg-Strelitz'@en	count	14
Q1064825	'Livonian confederation'@en	count	13
Q107258515	'Pahlavi Iran'@en	count	13
Q108865218	'mandatory Lebanese Republic'@en	count	13
Q108865226	'State of Greater Lebanon'@en	count	13
Q1137403	'Yue'@en	count	13
Q1155818	'Anga Kingdom'@en	count	13
Q1192437	'East Sumatra'@en	count	13
Q1277895	'Türgesh'@en	count	13
Q13107370	'Principality of Serbia (early medieval)'@en	count	13
Q13131807	'Kingdom of Morgannwg'@en	count	13
Q1329990	'Lapathus'@en	count	13
Q1333032	'Elmet'@en	count	13
Q1337828	'Emirate of Tbilisi'@en	count	13
Q139315	'Dʿmt'@en	count	13
Q1407718	'Confederate Ireland'@en	count	13
Q1463691	'Anconine Republic'@en	count	13
Q1476723	'Sachin State'@en	count	13
Q1479952	'Kadamba Dynasty'@en	count	13
Q149861	'Dithmarschen'@en	count	13
Q1587244	'Kong Empire'@en	count	13
Q1588434	'Thanjavur Nayak kingdom'@en	count	13
Q16685842	'State of the Comoros'@en	count	13
Q1688526	'Yettishar'@en	count	13
Q17015016	'Bishopric of Verdun'@en	count	13
Q1740533	'Baku Khanate'@en	count	13
Q1791839	'Akwamu'@en	count	13
Q18634909	'Worker\'s Socialist Respublic of Amur'@en	count	13
Q190636	'Centrocaspian Dictatorship'@en	count	13
Q192262	'Autonomous Province of Western Bosnia'@en	count	13
Q1968654	'Beylik of Saruhan'@en	count	13
Q1991540	'Duchy of Courland and Semigallia'@en	count	13
Q2006756	'First Empire of Haiti'@en	count	13
Q2034184	'Tastil'@en	count	13
Q2060937	'Taifa of Albarracín'@en	count	13
Q2096935	'Kingdom of Sedang'@en	count	13
Q2121220	'Quiché\' Kingdom of Q\'umarkaj'@en	count	13
Q2150951	'State of Haiti'@en	count	13
Q22684779	'Omani Empire'@en	count	13
Q2428714	'Sena dynasty'@en	count	13
Q2485209	'Emirate of Beihan'@en	count	13
Q24863078	'United States administered Bonin Islands'@en	count	13
Q25413868	'Bolivian State'@en	count	13
Q25432445	'Alawite Territory'@en	count	13
Q2665520	'Lordship of Prilep'@en	count	13
Q2668600	'Taifa of Niebla'@en	count	13
Q267484	'Taifa of Málaga'@en	count	13
Q2712121	'Irish Republic'@en	count	13
Q2741089	'Greater Republic of Central America'@en	count	13
Q3053276	'Byzantine Empire under the Palaiologos dynasty'@en	count	13
Q3177663	'Pakualaman'@en	count	13
Q3177715	'Pagaruyung Kingdom'@en	count	13
Q318987	'Bishopric of Eichstätt'@en	count	13
Q325725	'Duchy of Wroclaw'@en	count	13
Q332337	'League of Corinth'@en	count	13
Q3348640	'Italian Ethiopia'@en	count	13
Q3532158	'Venad'@en	count	13
Q355857	'Switzerland as a federal state'@en	count	13
Q3765117	'Eastern Chalukyas'@en	count	13
Q385084	'Great Perm'@en	count	13
Q3932084	'Kingdom of Tambapanni'@en	count	13
Q4086877	'Muhammad in Medina'@en	count	13
Q4118614	'Sultanate of Tidore'@en	count	13
Q4124689	'Free City of Riga'@en	count	13
Q4148098	'Norwegian Jarldom of Orkney'@en	count	13
Q4202331	'Kingdom of Chiangmai'@en	count	13
Q4274522	'Tyrconnell'@en	count	13
Q436994	'Kingdom of Dublin'@en	count	13
Q4827705	'Avanti'@en	count	13
Q48742118	'Kingdom of Italy under Fascism'@en	count	13
Q5171759	'Corniculum'@en	count	13
Q5228183	'Kingdom of Vaspurakan'@en	count	13
Q5326812	'Fairy tale of Kedah'@en	count	13
Q546266	'County of Champagne'@en	count	13
Q552328	'Mannaeans'@en	count	13
Q55522	'Nanzan'@en	count	13
Q623151	'Empire of Thessalonica'@en	count	13
Q638064	'Shirvan'@en	count	13
Q6392538	'Commonwealth realm of Kenya'@en	count	13
Q640998	'Senior juz'@en	count	13
Q6412664	'Realm of Stefan Dragutin'@en	count	13
Q649310	'Idar State'@en	count	13
Q6753657	'Maona of Chios and Phocaea'@en	count	13
Q698239	'Hubaekje'@en	count	13
Q701337	'Empire of Vietnam'@en	count	13
Q707128	'Jeong-an kingdom'@en	count	13
Q708865	'Reformed Government of the Republic of China'@en	count	13
Q756854	'Kosala'@en	count	13
Q758709	'Audhali'@en	count	13
Q7842409	'Commonwealth realm of Trinidad and Tobago'@en	count	13
Q831048	'Nassau-Hadamar'@en	count	13
Q855058	'Bhor State'@en	count	13
Q862404	'Sultanate of Hobyo'@en	count	13
Q862532	'Ajuuraan state'@en	count	13
Q885304	'Margraviate of Baden-Hachberg'@en	count	13
Q914031	'Tonk State'@en	count	13
Q927154	'Tsardom of Vidin'@en	count	13
Q956729	'Counts of Berga'@en	count	13
Q1028095	'Cambay State'@en	count	12
Q1062546	'Later Jin'@en	count	12
Q106504426	'Golconda Sultanate'@en	count	12
Q107312248	'Republic of China'@en	count	12
Q10748344	'Provisional Central Government of Vietnam'@en	count	12
Q108868568	'mandatory Syrian Republic'@en	count	12
Q1089675	'Chobanids'@en	count	12
Q11061992	'Government of the Republic of China in Guangzhou'@en	count	12
Q11177699	'Czechoslovak Federative Republic'@en	count	12
Q11266977	'Epirus'@en	count	12
Q11344632	'Sultanate of the Maldives'@en	count	12
Q1149098	'Dai'@en	count	12
Q1157054	'Daegaya'@en	count	12
Q116080	'Polish Underground State'@en	count	12
Q1196201	'Tuyuhun'@en	count	12
Q12167518	'Kholodny Yar Republic'@en	count	12
Q1261908	'Principality of Pereyaslavl'@en	count	12
Q1292987	'Maravi'@en	count	12
Q1362278	'United States of Stellaland'@en	count	12
Q1435740	'Fogny'@en	count	12
Q1541353	'Sirmoor State'@en	count	12
Q1541723	'Lippe'@en	count	12
Q1562357	'Republic of Central Albania'@en	count	12
Q156506	'Serbian-Hungarian Baranya-Baja Republic'@en	count	12
Q1658023	'Ijebu Kingdom'@en	count	12
Q16656928	'Kazan kingdom'@en	count	12
Q16958904	'Kingdom of the Morea'@en	count	12
Q1740529	'Derbent khanate'@en	count	12
Q1740536	'Ganja khanate'@en	count	12
Q1768252	'Kingdom of Luba'@en	count	12
Q1771706	'Alania'@en	count	12
Q1771831	'Kruševo Republic'@en	count	12
Q1885093	'Mahra Sultanate'@en	count	12
Q1931074	'Sarbadars'@en	count	12
Q1989935	'Provisional Government of Albania'@en	count	12
Q2067314	'County of Bigorre'@en	count	12
Q2077648	'Sultanate of Cirebon'@en	count	12
Q2086608	'Western Satraps'@en	count	12
