id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
ckg:c3	P580	'start time'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c2	ckgT1	Temporal	ckgr1	ckg:Represented By	P580	'start time'@en	ckg:c53	ckg:c3		ckgp1	ckgp1	ckgl2	Mandatory
ckg:c5	P582	'end time'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c4	ckgT1	Temporal	ckgr1	ckg:Represented By	P582	'end time'@en		ckg:c5					
ckg:c7	P585	'point in time'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c6	ckgT1	Temporal	ckgr1	ckg:Represented By	P585	'point in time'@en	ckg:c152	ckg:c7		ckgp1	ckgp1	ckgl2	Mandatory
ckg:c9	P576	'dissolved, abolished or demolished date'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c8	ckgT1	Temporal	ckgr1	ckg:Represented By	P576	'dissolved, abolished or demolished date'@en		ckg:c9					
ckg:c12	P518	'applies to part'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c11	ckgL1	Location	ckgr1	ckg:Represented By	P518	'applies to part'@en		ckg:c12					
ckg:c17	P92	'main regulatory text'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c16	ckgP1	Provenance	ckgr1	ckg:Represented By	P92	'main regulatory text'@en		ckg:c17					
ckg:c17	P92	'main regulatory text'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c133	ckgP1	Provenance	ckgr1	ckg:Represented By	P92	'main regulatory text'@en		ckg:c17					
ckg:c19	P5102	'nature of statement'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c18	ckgP1	Provenance	ckgr1	ckg:Represented By	P5102	'nature of statement'@en		ckg:c19					
ckg:c21	P828	'has cause'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c20	ckgP1	Provenance	ckgr1	ckg:Represented By	P828	'has cause'@en	ckg:c153	ckg:c21		ckgp1	ckgp1	ckgl2	Mandatory
ckg:c23	P805	'statement is subject of'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c22	ckgP1	Provenance	ckgr1	ckg:Represented By	P805	'statement is subject of'@en		ckg:c23					
ckg:c25	P1478	'has immediate cause'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c24	ckgP1	Provenance	ckgr1	ckg:Represented By	P1478	'has immediate cause'@en		ckg:c25					
ckg:c27	P3680	'statement supported by'@en	ckgr2	ckg:Contextualizes	P1365	'replaces'@en	ckg:c26	ckgP1	Provenance	ckgr1	ckg:Represented By	P3680	'statement supported by'@en		ckg:c27					
